,Company,TypeName,Inches,Ram(GB),OpSys,Weight(Kg),Price_euros,MemorySSD(GB),MemoryHDD(GB),MemoryFlash(GB),MemoryHybrid(GB),CPU_Company,CPU_Version,CPU_Speed(GHz),GPU_Company,GPU_Version,ScreenResolution_Type,ScreenResolution_Width,ScreenResolution_High
587,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1673.0,256.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,IPS Panel Full HD,1920,1080
588,Lenovo,Notebook,15.6,12,Windows 10,2.2,609.0,0.0,1024.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,HD Graphics 620,Touchscreen,1366,768
589,Asus,Gaming,17.3,8,Windows 10,2.73,1770.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
590,Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,739.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 520,Touchscreen,1366,768
591,Lenovo,Notebook,15.6,12,Windows 10,2.2,949.0,512.0,0.0,0.0,0.0,AMD,A12-Series 9720P,3.6,AMD,Radeon 530,Full HD,1920,1080
592,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,603.0,128.0,0.0,0.0,0.0,Intel,Core M 7Y30,1.0,Intel,HD Graphics 615,Touchscreen,1366,768
593,Samsung,Notebook,15.6,16,Windows 10,2.5,1699.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
594,Lenovo,Notebook,17.3,4,No OS,2.8,529.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
595,Lenovo,Notebook,15.6,8,Windows 10,2.29,459.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6100U,2.3,Intel,HD Graphics 520,Unknown,1366,768
596,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,2025.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
597,Lenovo,Notebook,14.0,8,Windows 10,1.7,1474.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Intel,HD Graphics 630,IPS Panel Full HD,1920,1080
598,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1670.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
599,Dell,Workstation,15.6,8,Windows 10,2.06,1763.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M620,Full HD / Touchscreen,1920,1080
600,HP,Notebook,15.6,8,Windows 10,1.84,1219.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
601,HP,Notebook,15.6,4,Windows 10,2.1,668.48,0.0,500.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
602,Acer,Notebook,14.0,4,Windows 10,1.6,329.0,0.0,0.0,32.0,0.0,Intel,Celeron Quad Core N3450,1.1,Intel,HD Graphics 500,Full HD,1920,1080
603,MSI,Gaming,17.3,16,Windows 10,4.14,2199.0,128.0,1024.0,0.0,0.0,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 970M,Full HD,1920,1080
604,Dell,Notebook,15.6,4,Linux,2.18,465.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420,Unknown,1366,768
605,MSI,Gaming,15.6,16,Windows 10,1.8,2299.0,256.0,2048.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,4K Ultra HD,3840,2160
606,Toshiba,Notebook,15.6,8,Windows 10,2.2,1399.0,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,IPS Panel Full HD,1920,1080
607,Lenovo,Notebook,15.6,6,Windows 10,2.4,564.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
608,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1299.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Intel,HD Graphics 630,IPS Panel Full HD / Touchscreen,1920,1080
609,Acer,Notebook,14.0,4,Windows 10,1.6,349.0,0.0,0.0,128.0,0.0,Intel,Pentium Quad Core N3710,1.6,Intel,HD Graphics 405,Unknown,1366,768
610,Lenovo,Notebook,15.6,32,Windows 10,2.5,4899.0,1024.0,0.0,0.0,0.0,Intel,Xeon E3-1535M v6,3.1,Nvidia,Quadro M2200M,IPS Panel 4K Ultra HD,3840,2160
611,Dell,Gaming,15.6,16,Windows 10,2.59,879.01,0.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960<U+039C>,Full HD,1920,1080
612,Dell,Notebook,15.6,4,Linux,2.18,443.9,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
613,Dell,Notebook,15.6,4,Linux,2.25,359.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
614,Dell,Notebook,15.6,4,Linux,1.93,869.0,0.0,500.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Unknown,1366,768
615,Asus,Gaming,17.3,8,Windows 10,3.0,1168.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
616,Dell,Notebook,15.6,4,Linux,2.18,569.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M420,Full HD,1920,1080
617,HP,Ultrabook,15.6,8,Windows 10,1.84,1389.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
618,MSI,Gaming,15.6,16,Windows 10,2.94,2267.86,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,Full HD,1920,1080
619,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,379.0,0.0,0.0,32.0,0.0,Intel,Celeron Quad Core N3160,1.6,Intel,HD Graphics 400,IPS Panel Touchscreen,1366,768
620,HP,Notebook,14.0,8,Windows 10,2.31,1124.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Unknown,1366,768
621,Lenovo,Notebook,14.0,8,Windows 7,1.65,1465.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
622,Dell,Notebook,15.6,4,Windows 10,2.2,776.0,0.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
623,Fujitsu,Notebook,15.6,8,Windows 10,2.2,799.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
624,HP,Notebook,15.6,4,Windows 7,1.88,932.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
625,Lenovo,Notebook,15.6,8,Windows 10,2.2,899.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 920MX,Full HD,1920,1080
626,Mediacom,Notebook,14.0,2,Windows 10,1.4,239.0,0.0,0.0,32.0,0.0,Intel,Atom x5-Z8350,1.44,Intel,HD Graphics,Full HD,1920,1080
627,Lenovo,Notebook,15.6,4,No OS,2.2,468.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
628,Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
629,Dell,Notebook,15.6,8,Windows 10,2.0,1820.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
630,Asus,Ultrabook,14.0,16,Windows 10,1.1,1900.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
631,Dell,Gaming,15.6,16,Windows 10,2.62,1479.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
632,Lenovo,Notebook,15.6,4,Windows 10,1.8,829.0,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,Full HD,1920,1080
633,Lenovo,Notebook,15.6,4,Windows 10,2.2,579.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Nvidia,GeForce 920MX ,Full HD,1920,1080
634,Asus,Notebook,15.6,8,Windows 10,2.0,399.0,0.0,1024.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
635,Asus,Notebook,15.6,8,Windows 10,1.99,906.62,0.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
636,Dell,Ultrabook,13.3,8,Windows 10,1.23,1869.0,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,Quad HD+ / Touchscreen,3200,1800
637,Lenovo,Notebook,14.0,2,Windows 10,1.42,249.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
638,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1757.42,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
639,Dell,Notebook,15.6,16,Windows 10,2.06,2399.0,1024.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,4K Ultra HD / Touchscreen,3840,2160
640,Lenovo,Gaming,15.6,8,Windows 10,2.5,1109.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050M,IPS Panel Full HD,1920,1080
641,HP,Notebook,17.0,8,Windows 10,2.6,520.9,0.0,1024.0,0.0,0.0,AMD,A9-Series 9420,3.0,AMD,Radeon R5,Unknown,1600,900
642,Lenovo,Ultrabook,14.0,16,Windows 10,1.14,2450.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
643,Asus,Gaming,15.6,8,No OS,2.5,1169.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,IPS Panel Full HD,1920,1080
644,Acer,Notebook,15.6,4,Windows 10,2.4,450.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
645,Lenovo,Notebook,14.0,4,Windows 10,1.43,274.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics,Unknown,1366,768
646,Acer,Ultrabook,14.0,8,Windows 10,1.8,919.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,Graphics 620,IPS Panel Full HD,1920,1080
647,Razer,Gaming,14.0,16,Windows 10,1.95,2599.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
648,Toshiba,Notebook,13.3,8,Windows 10,1.2,1213.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
649,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1584.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
650,Asus,Gaming,17.3,32,Windows 10,3.8,2799.0,512.0,0.0,0.0,0.0,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 1080,IPS Panel Full HD,1920,1080
651,Acer,Gaming,15.6,8,Linux,2.4,709.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
652,Dell,Ultrabook,13.3,8,Windows 10,1.2,1449.9,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,Full HD,1920,1080
653,MSI,Gaming,15.6,8,Windows 10,2.2,1191.8,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
654,HP,Notebook,15.6,4,No OS,1.86,364.9,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
655,Toshiba,Notebook,15.6,8,Windows 10,2.0,1064.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
656,Dell,Notebook,15.6,8,Windows 10,2.2,919.0,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon 530,Full HD,1920,1080
657,Dell,Notebook,15.6,16,Windows 10,2.2,1135.0,256.0,2048.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon 530,Full HD,1920,1080
658,Lenovo,Gaming,15.6,8,Windows 10,3.31,1196.0,128.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960,IPS Panel Full HD,1920,1080
659,Dell,Gaming,17.3,32,Windows 10,4.42,3147.37,512.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel 4K Ultra HD,3840,2160
660,Dell,Notebook,14.0,8,Windows 10,1.56,1229.0,256.0,0.0,0.0,0.0,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,Full HD,1920,1080
661,Lenovo,Notebook,15.6,4,Windows 10,2.2,419.0,0.0,500.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
662,Lenovo,Notebook,15.6,4,Windows 10,2.2,535.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
663,HP,Notebook,15.6,6,Windows 10,2.04,539.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M430,Unknown,1920,1080
664,MSI,Gaming,17.3,8,Windows 10,2.7,1486.77,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
665,Toshiba,Notebook,15.6,4,Windows 10,2.1,498.0,128.0,0.0,0.0,0.0,Intel,Core i3 6100U,2.1,Intel,HD Graphics 520,Unknown,1366,768
666,Dell,Notebook,15.6,8,Windows 10,2.06,955.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
667,HP,Notebook,15.6,8,Windows 10,2.1,745.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon 530,Full HD,1920,1080
668,Toshiba,Notebook,15.6,8,Windows 10,2.0,1258.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
669,Acer,Notebook,15.6,4,Linux,2.1,412.0,128.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
670,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,1867.85,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,Iris Plus Graphics 640,Touchscreen,2256,1504
671,Lenovo,Notebook,15.6,8,Windows 10,1.9,817.95,128.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M430,Full HD,1920,1080
672,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
673,Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,128.0,0.0,0.0,0.0,AMD,E-Series E2-9000,2.2,AMD,Radeon R2 Graphics,Unknown,1366,768
674,HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Nvidia,GeForce 940MX,IPS Panel Full HD / Touchscreen,1920,1080
675,MSI,Gaming,15.6,16,Windows 10,2.4,1294.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
676,Asus,Ultrabook,14.0,8,Windows 10,1.1,1135.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
677,HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,495.0,0.0,0.0,64.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Touchscreen,1366,768
678,LG,Ultrabook,15.6,8,Windows 10,1.09,2299.0,512.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
679,Acer,Gaming,15.6,16,Windows 10,2.5,1299.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
680,MSI,Gaming,15.6,8,Windows 10,2.2,997.9,256.0,0.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
681,Asus,Notebook,15.6,4,Windows 10,1.86,419.0,128.0,0.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
682,Dell,Gaming,15.6,16,Windows 10,3.21,2051.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1060,Full HD,1920,1080
683,HP,Notebook,17.3,4,Windows 10,2.5,699.0,256.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 520,IPS Panel Full HD,1920,1080
684,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499.0,512.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
685,Dell,Gaming,15.6,16,Windows 10,3.49,2813.75,256.0,1024.0,0.0,0.0,Intel,Core i7 7820HK,2.9,Nvidia,GeForce GTX 1070,Full HD,1920,1080
686,HP,Notebook,15.6,4,Windows 10,1.86,612.61,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon 520,Unknown,1366,768
687,Dell,Notebook,15.6,4,Windows 10,2.2,545.67,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M430,Unknown,1366,768
688,HP,Notebook,17.3,6,Windows 10,2.65,569.0,0.0,2048.0,0.0,0.0,AMD,A10-Series 9600P,2.4,AMD,Radeon R7 M440,IPS Panel Full HD,1920,1080
689,Lenovo,Notebook,15.6,4,Windows 10,2.1,318.0,0.0,500.0,0.0,0.0,Intel,Celeron Dual Core 3855U,1.6,Intel,HD Graphics 510,Unknown,1366,768
690,Acer,Notebook,14.0,4,Chrome OS,1.45,375.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core 3855U,1.6,Intel,HD Graphics 510,Unknown,1366,768
691,Lenovo,Notebook,14.0,4,Windows 10,1.7,699.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
692,HP,Workstation,17.3,8,Windows 10,3.14,1907.99,0.0,500.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M1200,Full HD,1920,1080
693,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2590.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Touchscreen,2560,1440
694,Toshiba,Notebook,13.3,8,Windows 10,1.5,973.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
695,Acer,Netbook,11.6,4,Windows 10,1.4,269.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3050,1.6,Intel,HD Graphics,Unknown,1366,768
696,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,1749.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
697,Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669.0,0.0,0.0,64.0,0.0,Intel,Core M M3-6Y30,0.9,Intel,HD Graphics 515,Full HD / Touchscreen,1920,1080
698,Toshiba,Ultrabook,13.3,16,Windows 10,1.36,1877.0,512.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Full HD / Touchscreen,1920,1080
699,HP,Notebook,15.6,4,Windows 10,2.1,689.0,0.0,500.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon 530,IPS Panel Full HD,1920,1080
700,Dell,Gaming,15.6,8,Windows 10,2.56,819.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
701,Lenovo,Notebook,15.6,4,Windows 10,2.2,399.0,256.0,0.0,0.0,0.0,AMD,A9-Series 9420,2.9,AMD,Radeon 530,Full HD,1920,1080
702,Lenovo,Notebook,15.6,8,Windows 10,2.2,429.0,0.0,1024.0,0.0,0.0,AMD,A12-Series 9720P,3.6,AMD,Radeon R7,Unknown,1366,768
703,Lenovo,Notebook,15.6,4,Windows 10,2.1,621.45,0.0,2048.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
704,Lenovo,Notebook,15.6,4,No OS,1.9,450.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
705,Dell,Notebook,15.6,8,Windows 10,2.18,795.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
706,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,999.0,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
707,Lenovo,Workstation,15.6,16,Windows 7,2.18,1855.0,512.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Nvidia,Quadro M520M,Full HD,1920,1080
708,Lenovo,Notebook,14.0,8,Windows 10,1.8,1191.0,256.0,0.0,0.0,0.0,Intel,Core i5 6300HQ,2.3,Intel,HD Graphics 520,Full HD,1920,1080
709,HP,Notebook,17.3,6,Windows 10,2.71,655.01,0.0,2048.0,0.0,0.0,AMD,A10-Series 9620P,2.5,AMD,Radeon 530,IPS Panel Full HD,1920,1080
710,Lenovo,Gaming,15.6,8,Windows 10,2.5,1249.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,IPS Panel Full HD,1920,1080
711,Dell,Notebook,14.0,8,Linux,1.64,1089.0,256.0,0.0,0.0,0.0,Intel,Core i5 7440HQ,2.8,Nvidia,GeForce 930MX,Full HD,1920,1080
712,Dell,Notebook,15.6,8,Linux,1.98,726.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
713,Asus,Notebook,14.0,4,Windows 10,1.5,298.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Full HD,1920,1080
714,Dell,Notebook,15.6,16,Windows 10,1.93,1426.66,512.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Full HD,1920,1080
715,Lenovo,Notebook,14.0,8,Windows 10,1.87,857.07,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 920MX,IPS Panel Full HD,1920,1080
716,Dell,Notebook,15.6,8,Windows 10,1.9,1179.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Full HD,1920,1080
717,Lenovo,Notebook,15.6,4,Windows 10,2.19,298.0,0.0,500.0,0.0,0.0,AMD,A6-Series 7310,2.0,AMD,Radeon R4,Unknown,1366,768
718,Mediacom,Notebook,14.0,4,Windows 10,1.4,265.0,0.0,32.0,0.0,0.0,Intel,Atom Z8350,1.92,Intel,HD Graphics 400,IPS Panel Full HD,1920,1200
719,HP,Notebook,17.3,8,Windows 10,2.63,1200.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 930MX,Full HD,1920,1080
720,Lenovo,Ultrabook,14.0,8,Windows 10,1.17,1686.64,512.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,IPS Panel Quad HD+,2560,1440
721,HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,836.6,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Touchscreen,1366,768
722,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1499.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
723,Dell,Gaming,17.3,32,Windows 10,4.36,3659.4,1024.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,4K Ultra HD,3840,2160
724,MSI,Gaming,17.3,8,Windows 10,2.7,1348.48,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
725,Lenovo,Notebook,15.6,4,No OS,1.9,489.9,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
726,Dell,Notebook,15.6,8,Windows 10,2.2,719.0,128.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
727,Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,649.0,0.0,1024.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
728,Dell,Notebook,15.6,8,Linux,2.32,589.52,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R7 M445,Unknown,1366,768
729,HP,Notebook,15.6,4,Windows 10,2.1,489.0,0.0,1024.0,0.0,0.0,AMD,A9-Series 9420,3.0,AMD,Radeon 520,Full HD,1920,1080
730,Acer,Gaming,17.3,16,Windows 10,4.2,1935.0,128.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
731,Dell,Notebook,15.6,12,Windows 10,2.25,649.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
732,HP,Notebook,15.6,6,Windows 10,2.1,650.0,128.0,1024.0,0.0,0.0,AMD,A9-Series A9-9420,3.0,AMD,Radeon 520,Full HD,1920,1080
